name,date,close,open,high,low,volume
UPCOMINDEX,09-01-2026,121.83,121.63,121.92,121.4,87135202
UPCOMINDEX,12-01-2026,122.56,121.88,123.08,121.88,70648386
UPCOMINDEX,13-01-2026,123.24,122.71,124.12,122.71,83206737
UPCOMINDEX,14-01-2026,124.89,123.84,125.97,123.34,88605880
UPCOMINDEX,15-01-2026,126.08,125.14,126.71,125.14,73369453
UPCOMINDEX,16-01-2026,127.06,126.69,127.94,126.34,124712305
UPCOMINDEX,19-01-2026,126.36,126.91,127,125.99,69264419
UPCOMINDEX,20-01-2026,126.59,126.54,127.13,126.09,71541023
UPCOMINDEX,21-01-2026,125.93,126.9,126.9,125.21,66182308
UPCOMINDEX,22-01-2026,127.17,126.46,128.07,126.46,56722740
UPCOMINDEX,23-01-2026,127.07,127.65,128.34,126.44,86834418
UPCOMINDEX,26-01-2026,126.56,126.26,127.84,125.89,57807812
UPCOMINDEX,27-01-2026,126.92,127.08,127.46,126.2,47280410
UPCOMINDEX,28-01-2026,127.71,127.6,127.89,127.14,71990207
UPCOMINDEX,29-01-2026,128.44,128.02,128.65,128.02,44152250
UPCOMINDEX,30-01-2026,129.06,129.2,129.69,128.14,97596272
UPCOMINDEX,02-02-2026,129.12,128.94,130.08,128.47,51615893
UPCOMINDEX,03-02-2026,128.7,129.34,130.32,128.21,59000292
UPCOMINDEX,04-02-2026,129.28,128.77,129.73,128.25,49579396
UPCOMINDEX,05-02-2026,128.59,129.38,129.85,128.03,50502997
UPCOMINDEX,06-02-2026,125.51,128.35,128.35,125.22,86169663
UPCOMINDEX,09-02-2026,126.42,125.49,126.74,125.47,24251237
UPCOMINDEX,10-02-2026,126,126.46,127.51,125.24,41377739
UPCOMINDEX,11-02-2026,126.46,126.05,126.97,125.87,26362156
UPCOMINDEX,12-02-2026,125.94,126.59,127.18,125.69,20415477
UPCOMINDEX,13-02-2026,127.34,125.95,127.79,125.95,43513004
UPCOMINDEX,23-02-2026,128.05,127.95,128.95,127.95,39416866
UPCOMINDEX,24-02-2026,128.04,128.36,128.78,127.74,36808111
UPCOMINDEX,25-02-2026,128.72,128.15,129.35,128.02,58122907
UPCOMINDEX,26-02-2026,128.85,128.86,129.4,128.61,42848579
UPCOMINDEX,27-02-2026,129.31,129.56,130.02,128.95,80944004
UPCOMINDEX,02-03-2026,128.71,128.99,129.68,127.44,95873237
UPCOMINDEX,03-03-2026,129.06,129.18,130.39,129,91556050
UPCOMINDEX,04-03-2026,127.23,129.26,129.71,126.39,91473895
UPCOMINDEX,05-03-2026,127.9,127.35,128.64,127.28,59674570
UPCOMINDEX,06-03-2026,126.85,127.17,128.51,126.52,67461756
UPCOMINDEX,09-03-2026,119.35,126.13,126.2,118,119474784
UPCOMINDEX,10-03-2026,122.25,119.82,123.27,119.82,49918694
UPCOMINDEX,11-03-2026,124.09,121.9,124.78,121.9,40383909
UPCOMINDEX,12-03-2026,123.85,124.29,125.3,123.75,34504642
